tile,id,centroid,area_m2,min_veg_distance_m,risk_score,zone_1a_veg_density,zone_1b_veg_density,zone_2_veg_density,overlay_image
688f8a1f_03584_14336,4,"(71, 138)",127.2,10.29,0.09,0.0,0.0,0.068,overlay/688f8a1f_03584_14336.png
688f8a1f_03584_14848,0,"(340, 112)",147.5,0.78,0.5,0.044,0.057,0.083,overlay/688f8a1f_03584_14848.png
688f8a1f_03584_14848,1,"(71, 106)",104.6,0.0,1.33,0.205,0.083,0.042,overlay/688f8a1f_03584_14848.png
688f8a1f_03584_15360,0,"(448, 492)",15.6,9.94,0.17,0.0,0.0,0.132,overlay/688f8a1f_03584_15360.png
688f8a1f_03584_15360,1,"(150, 475)",28.5,0.27,1.54,0.113,0.323,0.005,overlay/688f8a1f_03584_15360.png
688f8a1f_03584_15360,2,"(118, 129)",149.8,1.14,0.84,0.005,0.26,0.026,overlay/688f8a1f_03584_15360.png
688f8a1f_03584_15360,3,"(354, 129)",168.0,2.93,0.49,0.0,0.087,0.183,overlay/688f8a1f_03584_15360.png
688f8a1f_03584_15872,0,"(133, 144)",167.8,2.64,0.26,0.0,0.064,0.054,overlay/688f8a1f_03584_15872.png
688f8a1f_03584_16384,0,"(204, 453)",108.1,17.2,0.03,0.0,0.0,0.023,overlay/688f8a1f_03584_16384.png
688f8a1f_03584_16384,1,"(381, 273)",208.6,4.68,0.07,0.0,0.023,0.0,overlay/688f8a1f_03584_16384.png
688f8a1f_03584_16896,0,"(476, 143)",31.3,1.26,0.27,0.015,0.065,0.0,overlay/688f8a1f_03584_16896.png
688f8a1f_03584_16896,1,"(415, 18)",22.0,0.38,1.15,0.195,0.058,0.0,overlay/688f8a1f_03584_16896.png
688f8a1f_04096_03072,0,"(484, 75)",25.8,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_04096_03072.png
688f8a1f_04096_03072,1,"(288, 24)",30.3,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_04096_03072.png
688f8a1f_04096_03584,0,"(190, 77)",223.7,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_04096_03584.png
688f8a1f_04096_04096,0,"(400, 284)",157.4,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_04096_04096.png
688f8a1f_04096_04096,1,"(411, 82)",117.6,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_04096_04096.png
688f8a1f_04096_04608,0,"(40, 306)",55.5,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_04096_04608.png
688f8a1f_04096_04608,1,"(387, 313)",157.0,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_04096_04608.png
688f8a1f_04096_04608,2,"(44, 92)",60.7,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_04096_04608.png
688f8a1f_04096_05120,0,"(159, 347)",161.2,19.62,0.01,0.0,0.0,0.005,overlay/688f8a1f_04096_05120.png
688f8a1f_04096_05632,0,"(350, 303)",15.9,5.49,0.07,0.0,0.018,0.016,overlay/688f8a1f_04096_05632.png
688f8a1f_04096_05632,1,"(457, 361)",111.0,2.93,0.1,0.0,0.026,0.015,overlay/688f8a1f_04096_05632.png
688f8a1f_04096_05632,2,"(219, 337)",195.9,4.42,0.09,0.0,0.03,0.002,overlay/688f8a1f_04096_05632.png
688f8a1f_04096_05632,3,"(239, 52)",102.3,0.66,0.41,0.06,0.037,0.0,overlay/688f8a1f_04096_05632.png
688f8a1f_04096_06144,0,"(33, 390)",55.3,3.28,0.2,0.0,0.066,0.003,overlay/688f8a1f_04096_06144.png
688f8a1f_04096_06144,1,"(237, 346)",182.9,6.16,0.12,0.0,0.022,0.044,overlay/688f8a1f_04096_06144.png
688f8a1f_04096_06144,2,"(445, 353)",140.2,18.57,0.05,0.0,0.0,0.04,overlay/688f8a1f_04096_06144.png
688f8a1f_04096_06144,3,"(266, 63)",66.4,8.0,0.08,0.0,0.017,0.025,overlay/688f8a1f_04096_06144.png
688f8a1f_04096_06656,0,"(490, 284)",24.0,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_04096_06656.png
688f8a1f_04096_06656,1,"(474, 62)",35.3,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_04096_06656.png
688f8a1f_04096_07168,0,"(110, 274)",137.0,2.72,0.14,0.0,0.041,0.012,overlay/688f8a1f_04096_07168.png
688f8a1f_04096_07168,1,"(486, 141)",36.0,3.79,0.08,0.0,0.015,0.029,overlay/688f8a1f_04096_07168.png
688f8a1f_04096_07168,2,"(96, 59)",86.3,15.43,0.05,0.0,0.0,0.038,overlay/688f8a1f_04096_07168.png
688f8a1f_04096_07680,0,"(333, 476)",64.7,1.37,1.66,0.001,0.521,0.072,overlay/688f8a1f_04096_07680.png
688f8a1f_04096_07680,1,"(243, 117)",373.7,1.03,2.07,0.01,0.655,0.039,overlay/688f8a1f_04096_07680.png
688f8a1f_04096_08192,0,"(88, 477)",41.1,2.58,0.48,0.0,0.101,0.142,overlay/688f8a1f_04096_08192.png
688f8a1f_04096_08192,1,"(475, 462)",23.9,1.98,1.12,0.0,0.339,0.087,overlay/688f8a1f_04096_08192.png
688f8a1f_04096_08192,2,"(291, 451)",84.8,1.42,0.82,0.001,0.246,0.064,overlay/688f8a1f_04096_08192.png
688f8a1f_04096_08192,3,"(487, 60)",21.8,3.39,0.98,0.0,0.284,0.099,overlay/688f8a1f_04096_08192.png
688f8a1f_04096_08192,4,"(200, 83)",252.5,0.0,1.18,0.051,0.27,0.093,overlay/688f8a1f_04096_08192.png
688f8a1f_04096_08704,0,"(69, 469)",43.0,3.26,0.86,0.0,0.166,0.29,overlay/688f8a1f_04096_08704.png
688f8a1f_04096_08704,1,"(360, 424)",180.7,2.37,1.63,0.0,0.457,0.205,overlay/688f8a1f_04096_08704.png
688f8a1f_04096_08704,2,"(202, 49)",155.0,2.46,2.01,0.0,0.625,0.11,overlay/688f8a1f_04096_08704.png
688f8a1f_04096_09216,0,"(184, 416)",96.4,6.3,0.56,0.0,0.074,0.268,overlay/688f8a1f_04096_09216.png
688f8a1f_04096_09216,1,"(23, 418)",32.8,13.37,0.48,0.0,0.0,0.205,overlay/688f8a1f_04096_09216.png
688f8a1f_04096_09216,2,"(395, 408)",110.4,3.06,1.03,0.0,0.295,0.114,overlay/688f8a1f_04096_09216.png
688f8a1f_04096_09728,0,"(108, 361)",145.9,0.6,1.26,0.012,0.3,0.238,overlay/688f8a1f_04096_09728.png
688f8a1f_04096_10240,0,"(259, 252)",134.5,0.9,0.76,0.019,0.155,0.162,overlay/688f8a1f_04096_10240.png
688f8a1f_04096_10240,1,"(65, 298)",158.3,0.0,1.22,0.153,0.065,0.207,overlay/688f8a1f_04096_10240.png
688f8a1f_04096_10752,0,"(385, 370)",138.8,9.9,0.11,0.0,0.0,0.09,overlay/688f8a1f_04096_10752.png
688f8a1f_04096_10752,1,"(44, 283)",74.6,4.48,0.24,0.0,0.069,0.023,overlay/688f8a1f_04096_10752.png
688f8a1f_04096_10752,2,"(299, 107)",200.3,0.0,0.93,0.168,0.015,0.04,overlay/688f8a1f_04096_10752.png
688f8a1f_04096_11776,0,"(441, 324)",151.8,6.75,0.36,0.0,0.081,0.097,overlay/688f8a1f_04096_11776.png
688f8a1f_04096_12288,0,"(139, 293)",346.2,5.01,0.6,0.0,0.051,0.357,overlay/688f8a1f_04096_12288.png
688f8a1f_04096_13824,0,"(452, 64)",59.0,1.56,0.75,0.0,0.057,0.183,overlay/688f8a1f_04096_13824.png
688f8a1f_04096_14336,0,"(293, 114)",166.4,0.17,0.46,0.059,0.055,0.0,overlay/688f8a1f_04096_14336.png
688f8a1f_04096_14336,1,"(49, 111)",56.1,0.78,0.36,0.025,0.072,0.017,overlay/688f8a1f_04096_14336.png
688f8a1f_04096_14848,0,"(484, 161)",42.4,1.99,0.03,0.0,0.009,0.002,overlay/688f8a1f_04096_14848.png
688f8a1f_04096_14848,1,"(310, 120)",203.6,0.89,0.07,0.01,0.006,0.0,overlay/688f8a1f_04096_14848.png
688f8a1f_04096_14848,2,"(59, 112)",95.0,8.09,0.02,0.0,0.005,0.004,overlay/688f8a1f_04096_14848.png
688f8a1f_04096_15360,0,"(380, 116)",175.1,0.0,0.8,0.119,0.069,0.0,overlay/688f8a1f_04096_15360.png
688f8a1f_04096_15360,1,"(92, 128)",134.8,1.14,0.33,0.011,0.084,0.018,overlay/688f8a1f_04096_15360.png
688f8a1f_04096_15872,0,"(442, 457)",53.3,1.92,0.44,0.0,0.122,0.062,overlay/688f8a1f_04096_15872.png
688f8a1f_04096_15872,1,"(456, 237)",62.4,1.73,0.49,0.0,0.155,0.023,overlay/688f8a1f_04096_15872.png
688f8a1f_04096_16384,0,"(37, 462)",27.9,4.13,0.59,0.0,0.108,0.061,overlay/688f8a1f_04096_16384.png
688f8a1f_04096_16384,1,"(81, 221)",102.2,1.44,0.4,0.0,0.098,0.085,overlay/688f8a1f_04096_16384.png
688f8a1f_04096_16384,2,"(230, 48)",83.4,0.85,0.43,0.025,0.057,0.108,overlay/688f8a1f_04096_16384.png
688f8a1f_04096_16896,0,"(261, 447)",79.2,2.33,0.11,0.0,0.028,0.02,overlay/688f8a1f_04096_16896.png
688f8a1f_04096_16896,1,"(458, 422)",68.3,0.0,1.64,0.163,0.024,0.007,overlay/688f8a1f_04096_16896.png
688f8a1f_04096_16896,2,"(84, 117)",14.4,2.76,0.13,0.0,0.036,0.016,overlay/688f8a1f_04096_16896.png
688f8a1f_04608_03072,0,"(234, 349)",153.7,1.95,0.44,0.0,0.1,0.11,overlay/688f8a1f_04608_03072.png
688f8a1f_04608_03072,1,"(384, 124)",182.6,6.3,0.35,0.0,0.059,0.135,overlay/688f8a1f_04608_03072.png
688f8a1f_04608_03584,0,"(62, 187)",67.2,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_04608_03584.png
688f8a1f_04608_04096,0,"(190, 471)",56.9,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_04608_04096.png
688f8a1f_04608_04096,1,"(288, 280)",229.9,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_04608_04096.png
688f8a1f_04608_04608,0,"(407, 461)",73.2,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_04608_04608.png
688f8a1f_04608_04608,1,"(174, 20)",25.6,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_04608_04608.png
688f8a1f_04608_05120,0,"(174, 465)",60.6,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_04608_05120.png
688f8a1f_04608_05632,0,"(323, 478)",37.4,23.05,0.0,0.0,0.0,0.004,overlay/688f8a1f_04608_05632.png
688f8a1f_04608_05632,1,"(472, 470)",22.8,24.03,0.0,0.0,0.0,0.003,overlay/688f8a1f_04608_05632.png
688f8a1f_04608_06144,0,"(285, 477)",54.5,4.96,0.03,0.0,0.01,0.0,overlay/688f8a1f_04608_06144.png
688f8a1f_04608_06144,1,"(71, 479)",34.4,3.48,0.05,0.0,0.017,0.0,overlay/688f8a1f_04608_06144.png
688f8a1f_04608_06656,0,"(82, 480)",36.2,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_04608_06656.png
688f8a1f_04608_07168,0,"(203, 483)",40.9,9.84,0.03,0.0,0.0,0.023,overlay/688f8a1f_04608_07168.png
688f8a1f_04608_07168,1,"(138, 290)",121.5,12.91,0.06,0.0,0.0,0.05,overlay/688f8a1f_04608_07168.png
688f8a1f_04608_07168,2,"(145, 76)",150.7,16.12,0.04,0.0,0.0,0.03,overlay/688f8a1f_04608_07168.png
688f8a1f_04608_07680,0,"(168, 396)",102.6,4.82,0.03,0.0,0.008,0.004,overlay/688f8a1f_04608_07680.png
688f8a1f_04608_07680,1,"(225, 166)",16.2,0.48,0.29,0.054,0.006,0.0,overlay/688f8a1f_04608_07680.png
688f8a1f_04608_07680,2,"(56, 181)",44.7,3.28,0.03,0.0,0.01,0.003,overlay/688f8a1f_04608_07680.png
688f8a1f_04608_07680,3,"(321, 60)",129.3,0.54,0.15,0.024,0.01,0.0,overlay/688f8a1f_04608_07680.png
688f8a1f_04608_08192,0,"(439, 487)",24.6,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_04608_08192.png
688f8a1f_04608_08192,1,"(481, 45)",19.9,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_04608_08192.png
688f8a1f_04608_08192,2,"(284, 56)",60.5,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_04608_08192.png
688f8a1f_04608_08192,3,"(84, 65)",82.5,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_04608_08192.png
688f8a1f_04608_08704,0,"(72, 475)",33.8,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_04608_08704.png
688f8a1f_04608_08704,1,"(447, 28)",22.9,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_04608_08704.png
688f8a1f_04608_08704,2,"(279, 25)",28.6,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_04608_08704.png
688f8a1f_04608_08704,3,"(73, 37)",42.9,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_04608_08704.png
688f8a1f_04608_09216,0,"(219, 468)",38.1,0.13,0.56,0.055,0.079,0.039,overlay/688f8a1f_04608_09216.png
688f8a1f_04608_09728,0,"(411, 438)",105.5,3.39,0.24,0.0,0.048,0.076,overlay/688f8a1f_04608_09728.png
688f8a1f_04608_09728,1,"(127, 298)",16.5,2.18,0.22,0.0,0.044,0.074,overlay/688f8a1f_04608_09728.png
688f8a1f_04608_10240,0,"(283, 466)",53.8,2.23,0.08,0.0,0.02,0.014,overlay/688f8a1f_04608_10240.png
688f8a1f_04608_10240,1,"(487, 450)",19.3,8.64,0.07,0.0,0.017,0.016,overlay/688f8a1f_04608_10240.png
688f8a1f_04608_10240,2,"(58, 429)",67.3,0.24,0.63,0.114,0.014,0.012,overlay/688f8a1f_04608_10240.png
688f8a1f_04608_10752,0,"(376, 437)",138.5,11.21,0.07,0.0,0.0,0.056,overlay/688f8a1f_04608_10752.png
688f8a1f_04608_10752,1,"(99, 443)",96.9,0.0,0.72,0.105,0.057,0.014,overlay/688f8a1f_04608_10752.png
688f8a1f_04608_11264,0,"(19, 420)",20.6,4.64,1.02,0.0,0.164,0.122,overlay/688f8a1f_04608_11264.png
688f8a1f_04608_13824,0,"(286, 179)",137.0,0.42,1.7,0.063,0.274,0.449,overlay/688f8a1f_04608_13824.png
688f8a1f_04608_13824,1,"(471, 93)",37.4,15.91,1.06,0.0,0.0,0.356,overlay/688f8a1f_04608_13824.png
688f8a1f_04608_14336,0,"(424, 232)",149.9,2.12,0.67,0.0,0.219,0.009,overlay/688f8a1f_04608_14336.png
688f8a1f_04608_14336,1,"(117, 252)",224.7,0.0,0.94,0.078,0.13,0.125,overlay/688f8a1f_04608_14336.png
688f8a1f_04608_14848,0,"(64, 373)",22.4,0.0,2.45,0.334,0.237,0.053,overlay/688f8a1f_04608_14848.png
688f8a1f_04608_14848,1,"(342, 239)",153.9,2.12,0.65,0.0,0.156,0.146,overlay/688f8a1f_04608_14848.png
688f8a1f_04608_15360,0,"(389, 466)",61.1,7.95,0.08,0.0,0.014,0.027,overlay/688f8a1f_04608_15360.png
688f8a1f_04608_15360,1,"(307, 265)",142.5,4.82,0.11,0.0,0.031,0.013,overlay/688f8a1f_04608_15360.png
688f8a1f_04608_15872,0,"(439, 225)",83.7,1.5,0.57,0.0,0.143,0.113,overlay/688f8a1f_04608_15872.png
688f8a1f_04608_15872,1,"(431, 36)",40.5,12.78,0.62,0.0,0.0,0.144,overlay/688f8a1f_04608_15872.png
688f8a1f_04608_16384,0,"(331, 388)",66.7,0.54,0.89,0.031,0.168,0.185,overlay/688f8a1f_04608_16384.png
688f8a1f_04608_16384,1,"(53, 221)",62.3,0.17,1.66,0.158,0.243,0.117,overlay/688f8a1f_04608_16384.png
688f8a1f_04608_16384,2,"(41, 35)",21.3,3.47,0.7,0.0,0.118,0.17,overlay/688f8a1f_04608_16384.png
688f8a1f_04608_16896,0,"(131, 308)",17.0,0.08,1.35,0.177,0.142,0.028,overlay/688f8a1f_04608_16896.png
688f8a1f_04608_16896,1,"(331, 304)",24.4,0.0,1.09,0.164,0.044,0.108,overlay/688f8a1f_04608_16896.png
688f8a1f_04608_16896,2,"(438, 45)",48.6,7.79,0.24,0.0,0.04,0.1,overlay/688f8a1f_04608_16896.png
688f8a1f_04608_16896,3,"(243, 16)",17.7,10.67,0.14,0.0,0.0,0.116,overlay/688f8a1f_04608_16896.png
688f8a1f_05120_03584,0,"(352, 337)",269.7,0.59,0.08,0.015,0.001,0.0,overlay/688f8a1f_05120_03584.png
688f8a1f_05120_04096,0,"(35, 436)",40.3,13.14,0.04,0.0,0.0,0.029,overlay/688f8a1f_05120_04096.png
688f8a1f_05120_04096,1,"(192, 65)",120.2,17.47,0.05,0.0,0.0,0.043,overlay/688f8a1f_05120_04096.png
688f8a1f_05120_04608,0,"(272, 471)",75.7,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_05120_04608.png
688f8a1f_05120_04608,1,"(398, 52)",79.8,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_05120_04608.png
688f8a1f_05120_05120,0,"(239, 430)",132.4,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_05120_05120.png
688f8a1f_05120_05120,1,"(169, 94)",131.9,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_05120_05120.png
688f8a1f_05120_05632,0,"(438, 412)",76.3,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_05120_05632.png
688f8a1f_05120_05632,1,"(355, 96)",183.0,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_05120_05632.png
688f8a1f_05120_06144,0,"(33, 419)",37.8,6.18,0.11,0.0,0.026,0.024,overlay/688f8a1f_05120_06144.png
688f8a1f_05120_06144,1,"(468, 416)",57.6,1.02,0.25,0.014,0.055,0.014,overlay/688f8a1f_05120_06144.png
688f8a1f_05120_06144,2,"(323, 91)",135.7,3.22,0.17,0.0,0.057,0.002,overlay/688f8a1f_05120_06144.png
688f8a1f_05120_06144,3,"(83, 79)",96.1,5.86,0.1,0.0,0.022,0.028,overlay/688f8a1f_05120_06144.png
688f8a1f_05120_06656,0,"(73, 381)",52.8,2.94,0.19,0.0,0.064,0.0,overlay/688f8a1f_05120_06656.png
688f8a1f_05120_06656,1,"(84, 110)",136.4,14.4,0.05,0.0,0.0,0.036,overlay/688f8a1f_05120_06656.png
688f8a1f_05120_07168,0,"(260, 452)",108.7,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_05120_07168.png
688f8a1f_05120_07168,1,"(209, 281)",117.8,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_05120_07168.png
688f8a1f_05120_07168,2,"(178, 64)",100.4,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_05120_07168.png
688f8a1f_05120_07680,0,"(226, 416)",101.2,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_05120_07680.png
688f8a1f_05120_07680,1,"(41, 40)",14.3,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_05120_07680.png
688f8a1f_05120_07680,2,"(192, 162)",143.4,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_05120_07680.png
688f8a1f_05120_08192,0,"(472, 346)",81.8,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_05120_08192.png
688f8a1f_05120_08192,1,"(383, 162)",30.4,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_05120_08192.png
688f8a1f_05120_08192,2,"(448, 58)",55.8,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_05120_08192.png
688f8a1f_05120_08704,0,"(73, 354)",156.6,21.87,0.01,0.0,0.0,0.007,overlay/688f8a1f_05120_08704.png
688f8a1f_05120_08704,1,"(59, 49)",45.2,19.64,0.01,0.0,0.0,0.005,overlay/688f8a1f_05120_08704.png
688f8a1f_05120_09216,0,"(210, 388)",167.4,5.77,0.35,0.0,0.095,0.056,overlay/688f8a1f_05120_09216.png
688f8a1f_05120_09216,1,"(464, 91)",52.6,2.4,0.45,0.0,0.131,0.043,overlay/688f8a1f_05120_09216.png
688f8a1f_05120_09216,2,"(218, 116)",129.7,0.36,0.5,0.046,0.052,0.096,overlay/688f8a1f_05120_09216.png
688f8a1f_05120_09728,0,"(122, 89)",132.7,4.38,1.6,0.0,0.27,0.636,overlay/688f8a1f_05120_09728.png
688f8a1f_05120_10240,0,"(348, 362)",145.7,1.87,0.46,0.0,0.136,0.04,overlay/688f8a1f_05120_10240.png
688f8a1f_05120_10240,1,"(311, 51)",74.3,1.8,0.48,0.0,0.141,0.044,overlay/688f8a1f_05120_10240.png
688f8a1f_05120_10752,0,"(448, 442)",62.2,0.72,1.13,0.048,0.266,0.076,overlay/688f8a1f_05120_10752.png
688f8a1f_05120_10752,1,"(113, 314)",150.0,0.9,0.97,0.037,0.262,0.0,overlay/688f8a1f_05120_10752.png
688f8a1f_05120_10752,2,"(437, 187)",134.2,0.0,1.82,0.224,0.217,0.041,overlay/688f8a1f_05120_10752.png
688f8a1f_05120_10752,3,"(239, 40)",28.0,0.83,0.62,0.011,0.144,0.108,overlay/688f8a1f_05120_10752.png
688f8a1f_05120_11264,0,"(66, 427)",60.7,3.41,0.24,0.0,0.028,0.125,overlay/688f8a1f_05120_11264.png
688f8a1f_05120_11264,1,"(42, 264)",41.3,2.85,0.55,0.0,0.161,0.054,overlay/688f8a1f_05120_11264.png
688f8a1f_05120_13824,0,"(398, 259)",396.0,2.55,2.3,0.0,0.594,0.416,overlay/688f8a1f_05120_13824.png
688f8a1f_05120_14336,0,"(339, 199)",390.6,4.89,0.13,0.0,0.041,0.005,overlay/688f8a1f_05120_14336.png
688f8a1f_05120_14848,0,"(332, 165)",408.8,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_05120_14848.png
688f8a1f_05120_14848,1,"(55, 193)",144.0,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_05120_14848.png
688f8a1f_05120_15360,0,"(206, 422)",51.1,0.0,0.62,0.112,0.019,0.006,overlay/688f8a1f_05120_15360.png
688f8a1f_05120_15360,1,"(417, 432)",108.1,8.12,0.08,0.0,0.019,0.02,overlay/688f8a1f_05120_15360.png
688f8a1f_05120_15360,2,"(158, 170)",15.3,6.31,0.08,0.0,0.02,0.015,overlay/688f8a1f_05120_15360.png
688f8a1f_05120_15360,3,"(408, 207)",121.4,1.32,0.08,0.002,0.007,0.036,overlay/688f8a1f_05120_15360.png
688f8a1f_05120_15360,4,"(307, 47)",59.0,0.0,0.29,0.053,0.0,0.024,overlay/688f8a1f_05120_15360.png
688f8a1f_05120_15360,5,"(42, 156)",99.5,3.3,0.1,0.0,0.027,0.015,overlay/688f8a1f_05120_15360.png
688f8a1f_05120_15872,0,"(455, 115)",64.4,1.11,2.38,0.009,0.703,0.18,overlay/688f8a1f_05120_15872.png
688f8a1f_05120_16384,0,"(57, 111)",68.7,5.05,0.49,0.0,0.118,0.107,overlay/688f8a1f_05120_16384.png
688f8a1f_05120_16384,1,"(266, 142)",166.6,2.16,0.56,0.0,0.144,0.104,overlay/688f8a1f_05120_16384.png
688f8a1f_05120_16896,0,"(66, 149)",83.5,0.6,1.27,0.076,0.291,0.013,overlay/688f8a1f_05120_16896.png
688f8a1f_05120_16896,1,"(359, 92)",162.0,1.24,0.52,0.004,0.106,0.15,overlay/688f8a1f_05120_16896.png
688f8a1f_05632_03072,0,"(462, 483)",21.6,7.2,0.2,0.0,0.047,0.046,overlay/688f8a1f_05632_03072.png
688f8a1f_05632_03072,1,"(288, 364)",14.7,2.75,0.21,0.0,0.059,0.031,overlay/688f8a1f_05632_03072.png
688f8a1f_05632_03072,2,"(275, 131)",145.0,2.29,0.25,0.0,0.085,0.0,overlay/688f8a1f_05632_03072.png
688f8a1f_05632_03584,0,"(41, 470)",26.3,8.22,0.03,0.0,0.01,0.001,overlay/688f8a1f_05632_03584.png
688f8a1f_05632_03584,1,"(473, 229)",50.8,22.91,0.01,0.0,0.0,0.004,overlay/688f8a1f_05632_03584.png
688f8a1f_05632_03584,2,"(416, 63)",78.0,21.18,0.01,0.0,0.0,0.004,overlay/688f8a1f_05632_03584.png
688f8a1f_05632_04096,0,"(154, 326)",385.6,4.26,0.46,0.0,0.056,0.233,overlay/688f8a1f_05632_04096.png
688f8a1f_05632_04096,1,"(37, 29)",18.0,12.78,0.2,0.0,0.0,0.044,overlay/688f8a1f_05632_04096.png
688f8a1f_05632_04608,0,"(260, 405)",221.7,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_05632_04608.png
688f8a1f_05632_04608,1,"(257, 75)",174.1,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_05632_04608.png
688f8a1f_05632_05120,0,"(252, 28)",38.7,5.38,0.05,0.0,0.016,0.0,overlay/688f8a1f_05632_05120.png
688f8a1f_05632_05632,0,"(457, 441)",43.9,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_05632_05632.png
688f8a1f_05632_05632,1,"(449, 225)",75.1,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_05632_05632.png
688f8a1f_05632_06144,0,"(55, 436)",53.8,10.15,0.18,0.0,0.0,0.141,overlay/688f8a1f_05632_06144.png
688f8a1f_05632_06144,1,"(490, 427)",24.5,7.25,0.43,0.0,0.099,0.105,overlay/688f8a1f_05632_06144.png
688f8a1f_05632_06144,2,"(45, 197)",61.2,9.02,0.27,0.0,0.026,0.151,overlay/688f8a1f_05632_06144.png
688f8a1f_05632_06656,0,"(105, 306)",305.7,1.42,0.02,0.0,0.005,0.0,overlay/688f8a1f_05632_06656.png
688f8a1f_05632_06656,1,"(57, 21)",18.3,10.49,0.0,0.0,0.0,0.002,overlay/688f8a1f_05632_06656.png
688f8a1f_05632_07168,0,"(272, 451)",73.9,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_05632_07168.png
688f8a1f_05632_07168,1,"(294, 209)",164.8,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_05632_07168.png
688f8a1f_05632_07168,2,"(286, 37)",79.2,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_05632_07168.png
688f8a1f_05632_07680,0,"(411, 294)",99.1,0.0,5.86,0.647,0.828,0.112,overlay/688f8a1f_05632_07680.png
688f8a1f_05632_07680,1,"(222, 55)",61.9,0.4,2.36,0.114,0.355,0.579,overlay/688f8a1f_05632_07680.png
688f8a1f_05632_08192,0,"(454, 478)",28.6,0.0,1.89,0.17,0.105,0.31,overlay/688f8a1f_05632_08192.png
688f8a1f_05632_08192,1,"(486, 273)",36.6,3.64,0.72,0.0,0.073,0.401,overlay/688f8a1f_05632_08192.png
688f8a1f_05632_08192,2,"(251, 199)",130.9,0.0,2.01,0.141,0.37,0.15,overlay/688f8a1f_05632_08192.png
688f8a1f_05632_08704,0,"(96, 225)",159.0,1.32,0.44,0.003,0.141,0.006,overlay/688f8a1f_05632_08704.png
688f8a1f_05632_09216,0,"(434, 431)",86.3,4.26,0.17,0.0,0.052,0.013,overlay/688f8a1f_05632_09216.png
688f8a1f_05632_09216,1,"(252, 145)",179.0,3.27,0.12,0.0,0.042,0.0,overlay/688f8a1f_05632_09216.png
688f8a1f_05632_10240,0,"(102, 433)",90.4,4.03,0.21,0.0,0.07,0.003,overlay/688f8a1f_05632_10240.png
688f8a1f_05632_10240,1,"(55, 119)",92.2,0.0,0.63,0.091,0.056,0.003,overlay/688f8a1f_05632_10240.png
688f8a1f_05632_10752,0,"(452, 37)",32.1,5.26,0.41,0.0,0.121,0.039,overlay/688f8a1f_05632_10752.png
688f8a1f_05632_11264,0,"(83, 438)",84.5,4.03,0.48,0.0,0.141,0.046,overlay/688f8a1f_05632_11264.png
